Province/State,Country/Region,WHO Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Sum of Confirmed cases
Inner Mongolia,China,Western Pacific,44.0935,113.9448,21/02/2020,75,0,17,58,
Jiangsu,China,Western Pacific,32.9711,119.455,21/02/2020,631,0,373,258,
Jiangxi,China,Western Pacific,27.614,115.7221,21/02/2020,934,1,489,444,
Jilin,China,Western Pacific,43.6661,126.1923,21/02/2020,91,1,45,45,
Liaoning,China,Western Pacific,41.2956,122.6085,21/02/2020,121,1,61,59,
Macau,China,Western Pacific,22.1667,113.55,21/02/2020,10,0,6,4,
Ningxia,China,Western Pacific,37.2692,106.1655,21/02/2020,71,0,48,23,
Qinghai,China,Western Pacific,35.7452,95.9956,21/02/2020,18,0,18,0,
Shaanxi,China,Western Pacific,35.1917,108.8701,21/02/2020,245,1,134,110,
Shandong,China,Western Pacific,36.3427,118.1498,21/02/2020,749,4,281,464,
Shanghai,China,Western Pacific,31.202,121.4491,21/02/2020,334,2,211,121,
Shanxi,China,Western Pacific,37.5777,112.2922,21/02/2020,132,0,78,54,
Sichuan,China,Western Pacific,30.6171,102.7103,21/02/2020,525,3,231,291,
Tianjin,China,Western Pacific,39.3054,117.323,21/02/2020,132,3,62,67,
Tibet,China,Western Pacific,31.6927,88.0924,21/02/2020,1,0,1,0,
Xinjiang,China,Western Pacific,41.1129,85.2401,21/02/2020,76,1,24,51,
Yunnan,China,Western Pacific,24.974,101.487,21/02/2020,174,2,96,76,
Zhejiang,China,Western Pacific,29.1832,120.0934,21/02/2020,1203,1,679,523,
,Colombia,Americas,4.5709,-74.2973,21/02/2020,0,0,0,0,
,Congo (Brazzaville),Africa,-0.228,15.8277,21/02/2020,0,0,0,0,
,Congo (Kinshasa),Africa,-4.0383,21.7587,21/02/2020,0,0,0,0,
,Costa Rica,Americas,9.7489,-83.7534,21/02/2020,0,0,0,0,
,Cote d'Ivoire,Africa,7.54,-5.5471,21/02/2020,0,0,0,0,
,Croatia,Europe,45.1,15.2,21/02/2020,0,0,0,0,
,Cuba,Americas,21.521757,-77.781167,21/02/2020,0,0,0,0,
,Cyprus,Europe,35.1264,33.4299,21/02/2020,0,0,0,0,
,Czechia,Europe,49.8175,15.473,21/02/2020,0,0,0,0,
Faroe Islands,Denmark,Europe,61.8926,-6.9118,21/02/2020,0,0,0,0,
Greenland,Greenland,Europe,71.7069,-42.6043,21/02/2020,0,0,0,0,
,Denmark,Europe,56.2639,9.5018,21/02/2020,0,0,0,0,
,Djibouti,Eastern Mediterranean,11.8251,42.5903,21/02/2020,0,0,0,0,
,Dominican Republic,Americas,18.7357,-70.1627,21/02/2020,0,0,0,0,
,Ecuador,Americas,-1.8312,-78.1834,21/02/2020,0,0,0,0,
,Egypt,Eastern Mediterranean,26.820553,30.802498,21/02/2020,1,0,0,1,
,El Salvador,Americas,13.7942,-88.8965,21/02/2020,0,0,0,0,
,Equatorial Guinea,Africa,1.6508,10.2679,21/02/2020,0,0,0,0,
,Eritrea,Africa,15.1794,39.7823,21/02/2020,0,0,0,0,
,Estonia,Europe,58.5953,25.0136,21/02/2020,0,0,0,0,
,Eswatini,Africa,-26.5225,31.4659,21/02/2020,0,0,0,0,
,Ethiopia,Africa,9.145,40.4897,21/02/2020,0,0,0,0,
,Fiji,Western Pacific,-17.7134,178.065,21/02/2020,0,0,0,0,
,Finland,Europe,61.92411,25.748151,21/02/2020,1,0,1,0,
French Guiana,France,Europe,3.9339,-53.1258,21/02/2020,0,0,0,0,
French Polynesia,France,Europe,-17.6797,149.4068,21/02/2020,0,0,0,0,
Guadeloupe,France,Europe,16.265,-61.551,21/02/2020,0,0,0,0,
Mayotte,France,Europe,-12.8275,45.166244,21/02/2020,0,0,0,0,
New Caledonia,France,Europe,-20.904305,165.618042,21/02/2020,0,0,0,0,
Reunion,France,Europe,-21.1151,55.5364,21/02/2020,0,0,0,0,
Saint Barthelemy,France,Europe,17.9,-62.8333,21/02/2020,0,0,0,0,
St Martin,France,Europe,18.0708,-63.0501,21/02/2020,0,0,0,0,
Martinique,France,Europe,14.6415,-61.0242,21/02/2020,0,0,0,0,
,France,Europe,46.2276,2.2137,21/02/2020,12,1,4,7,
,Gabon,Africa,-0.8037,11.6094,21/02/2020,0,0,0,0,
,Gambia,Africa,13.4432,-15.3101,21/02/2020,0,0,0,0,
,Georgia,Europe,42.3154,43.3569,21/02/2020,0,0,0,0,
,Germany,Europe,51.165691,10.451526,21/02/2020,16,0,14,2,
,Ghana,Africa,7.9465,-1.0232,21/02/2020,0,0,0,0,
,Greece,Europe,39.0742,21.8243,21/02/2020,0,0,0,0,
,Guatemala,Americas,15.7835,-90.2308,21/02/2020,0,0,0,0,
,Guinea,Africa,9.9456,-9.6966,21/02/2020,0,0,0,0,
,Guyana,Americas,4.860416,-58.93018,21/02/2020,0,0,0,0,
,Haiti,Americas,18.9712,-72.2852,21/02/2020,0,0,0,0,
,Holy See,Europe,41.9029,12.4534,21/02/2020,0,0,0,0,
,Honduras,Americas,15.2,-86.2419,21/02/2020,0,0,0,0,
,Hungary,Europe,47.1625,19.5033,21/02/2020,0,0,0,0,
,Iceland,Europe,64.9631,-19.0208,21/02/2020,0,0,0,0,
,India,South-East Asia,20.593684,78.96288,21/02/2020,3,0,3,0,
,Indonesia,South-East Asia,-0.7893,113.9213,21/02/2020,0,0,0,0,
,Iran,Eastern Mediterranean,32.427908,53.688046,21/02/2020,18,4,0,14,
,Iraq,Eastern Mediterranean,33.223191,43.679291,21/02/2020,0,0,0,0,
,Ireland,Europe,53.1424,-7.6921,21/02/2020,0,0,0,0,
,Israel,Europe,31.046051,34.851612,21/02/2020,1,0,0,1,
,Italy,Europe,41.87194,12.56738,21/02/2020,20,1,0,19,
,Jamaica,Americas,18.1096,-77.2975,21/02/2020,0,0,0,0,
,Japan,Western Pacific,36.204824,138.252924,21/02/2020,112,2,22,88,
,Jordan,Eastern Mediterranean,31.24,36.51,21/02/2020,0,0,0,0,
,Kazakhstan,Europe,48.0196,66.9237,21/02/2020,0,0,0,0,
,Kenya,Africa,-0.0236,37.9062,21/02/2020,0,0,0,0,
,South Korea,Western Pacific,35.907757,127.766922,21/02/2020,204,2,16,186,
,Kuwait,Eastern Mediterranean,29.31166,47.481766,21/02/2020,0,0,0,0,
,Kyrgyzstan,Europe,41.20438,74.766098,21/02/2020,0,0,0,0,
,Latvia,Europe,56.8796,24.6032,21/02/2020,0,0,0,0,
,Lebanon,Eastern Mediterranean,33.8547,35.8623,21/02/2020,1,0,0,1,
,Liberia,Africa,6.428055,-9.429499,21/02/2020,0,0,0,0,
,Liechtenstein,Europe,47.14,9.55,21/02/2020,0,0,0,0,
,Lithuania,Europe,55.1694,23.8813,21/02/2020,0,0,0,0,
,Luxembourg,Europe,49.8153,6.1296,21/02/2020,0,0,0,0,
,Madagascar,Africa,-18.766947,46.869107,21/02/2020,0,0,0,0,
,Malaysia,Western Pacific,4.210484,101.975766,21/02/2020,22,0,15,7,
,Maldives,South-East Asia,3.2028,73.2207,21/02/2020,0,0,0,0,
,Malta,Europe,35.9375,14.3754,21/02/2020,0,0,0,0,
,Mauritania,Africa,21.0079,-10.9408,21/02/2020,0,0,0,0,
,Mauritius,Africa,-20.348404,57.552152,21/02/2020,0,0,0,0,
,Mexico,Americas,23.6345,-102.5528,21/02/2020,0,0,0,0,
,Moldova,Europe,47.4116,28.3699,21/02/2020,0,0,0,0,
,Monaco,Europe,43.7333,7.4167,21/02/2020,0,0,0,0,
,Mongolia,Western Pacific,46.8625,103.8467,21/02/2020,0,0,0,0,
,Montenegro,Europe,42.708678,19.37439,21/02/2020,0,0,0,0,
,Morocco,Eastern Mediterranean,31.7917,-7.0926,21/02/2020,0,0,0,0,
,Namibia,Africa,-22.9576,18.4904,21/02/2020,0,0,0,0,
,Nepal,South-East Asia,28.1667,84.25,21/02/2020,1,0,1,0,
Aruba,Netherlands,Europe,12.5211,-69.9683,21/02/2020,0,0,0,0,
Curacao,Netherlands,Europe,12.1696,-68.99,21/02/2020,0,0,0,0,
Sint Maarten,Netherlands,Europe,18.0425,-63.0548,21/02/2020,0,0,0,0,
,Netherlands,Europe,52.1326,5.2913,21/02/2020,0,0,0,0,
,New Zealand,Western Pacific,-40.9006,174.886,21/02/2020,0,0,0,0,
,Nicaragua,Americas,12.865416,-85.207229,21/02/2020,0,0,0,0,
,Niger,Africa,17.607789,8.081666,21/02/2020,0,0,0,0,
,Nigeria,Africa,9.082,8.6753,21/02/2020,0,0,0,0,
,North Macedonia,Europe,41.6086,21.7453,21/02/2020,0,0,0,0,
,Norway,Europe,60.472,8.4689,21/02/2020,0,0,0,0,
,Oman,Eastern Mediterranean,21.512583,55.923255,21/02/2020,0,0,0,0,
,Pakistan,Eastern Mediterranean,30.3753,69.3451,21/02/2020,0,0,0,0,
,Panama,Americas,8.538,-80.7821,21/02/2020,0,0,0,0,
,Papua New Guinea,Western Pacific,-6.314993,143.95555,21/02/2020,0,0,0,0,
,Paraguay,Americas,-23.4425,-58.4438,21/02/2020,0,0,0,0,
,Peru,Americas,-9.19,-75.0152,21/02/2020,0,0,0,0,
,Philippines,Western Pacific,12.879721,121.774017,21/02/2020,3,1,1,1,
,Poland,Europe,51.9194,19.1451,21/02/2020,0,0,0,0,
,Portugal,Europe,39.3999,-8.2245,21/02/2020,0,0,0,0,
,Qatar,Eastern Mediterranean,25.3548,51.1839,21/02/2020,0,0,0,0,
,Romania,Europe,45.9432,24.9668,21/02/2020,0,0,0,0,
,Russia,Europe,61.52401,105.318756,21/02/2020,2,0,2,0,
,Rwanda,Africa,-1.9403,29.8739,21/02/2020,0,0,0,0,
,Saint Lucia,Americas,13.9094,-60.9789,21/02/2020,0,0,0,0,
,Saint Vincent and the Grenadines,Americas,12.9843,-61.2872,21/02/2020,0,0,0,0,
,San Marino,Europe,43.9424,12.4578,21/02/2020,0,0,0,0,
,Saudi Arabia,Eastern Mediterranean,23.885942,45.079162,21/02/2020,0,0,0,0,
,Senegal,Africa,14.4974,-14.4524,21/02/2020,0,0,0,0,
,Serbia,Europe,44.0165,21.0059,21/02/2020,0,0,0,0,
,Seychelles,Africa,-4.6796,55.492,21/02/2020,0,0,0,0,
,Singapore,Western Pacific,1.2833,103.8333,21/02/2020,85,0,37,48,
,Slovakia,Europe,48.669,19.699,21/02/2020,0,0,0,0,
,Slovenia,Europe,46.1512,14.9955,21/02/2020,0,0,0,0,
,Somalia,Eastern Mediterranean,5.152149,46.199616,21/02/2020,0,0,0,0,
,South Africa,Africa,-30.5595,22.9375,21/02/2020,0,0,0,0,
,Spain,Europe,40.463667,-3.74922,21/02/2020,2,0,2,0,
,Sri Lanka,South-East Asia,7.873054,80.771797,21/02/2020,1,0,1,0,
,Sudan,Eastern Mediterranean,12.8628,30.2176,21/02/2020,0,0,0,0,
,Suriname,Americas,3.9193,-56.0278,21/02/2020,0,0,0,0,
,Sweden,Europe,60.128161,18.643501,21/02/2020,1,0,0,1,
,Switzerland,Europe,46.8182,8.2275,21/02/2020,0,0,0,0,
,Taiwan*,Western Pacific,23.7,121,21/02/2020,26,1,2,23,
,Tanzania,Africa,-6.369028,34.888822,21/02/2020,0,0,0,0,
,Thailand,South-East Asia,15.870032,100.992541,21/02/2020,35,0,17,18,
,Togo,Africa,8.6195,0.8248,21/02/2020,0,0,0,0,
,Trinidad and Tobago,Americas,10.6918,-61.2225,21/02/2020,0,0,0,0,
,Tunisia,Eastern Mediterranean,33.886917,9.537499,21/02/2020,0,0,0,0,
,Turkey,Europe,38.9637,35.2433,21/02/2020,0,0,0,0,
,Uganda,Africa,1.373333,32.290275,21/02/2020,0,0,0,0,
,Ukraine,Europe,48.3794,31.1656,21/02/2020,0,0,0,0,
,United Arab Emirates,Eastern Mediterranean,23.424076,53.847818,21/02/2020,9,0,4,5,
Bermuda,United Kingdom,Europe,32.3078,-64.7505,21/02/2020,0,0,0,0,
Cayman Islands,United Kingdom,Europe,19.3133,-81.2546,21/02/2020,0,0,0,0,
Channel Islands,United Kingdom,Europe,49.3723,-2.3644,21/02/2020,0,0,0,0,
Gibraltar,United Kingdom,Europe,36.1408,-5.3536,21/02/2020,0,0,0,0,
Isle of Man,United Kingdom,Europe,54.2361,-4.5481,21/02/2020,0,0,0,0,
Montserrat,United Kingdom,Europe,16.742498,-62.187366,21/02/2020,0,0,0,0,
,United Kingdom,Europe,55.3781,-3.436,21/02/2020,23,0,8,15,
,Uruguay,Americas,-32.5228,-55.7658,21/02/2020,0,0,0,0,
,US,Americas,40,-100,21/02/2020,15,0,5,10,
,Uzbekistan,Europe,41.377491,64.585262,21/02/2020,0,0,0,0,
,Venezuela,Americas,6.4238,-66.5897,21/02/2020,0,0,0,0,
,Vietnam,Western Pacific,14.058324,108.277199,21/02/2020,16,0,14,2,
,Zambia,Africa,-13.133897,27.849332,21/02/2020,0,0,0,0,
,Zimbabwe,Africa,-19.015438,29.154857,21/02/2020,0,0,0,0,
,Dominica,Americas,15.415,-61.371,21/02/2020,0,0,0,0,
,Grenada,Americas,12.1165,-61.679,21/02/2020,0,0,0,0,
,Mozambique,Africa,-18.665695,35.529562,21/02/2020,0,0,0,0,
,Syria,Eastern Mediterranean,34.802075,38.996815,21/02/2020,0,0,0,0,
,Timor-Leste,South-East Asia,-8.874217,125.727539,21/02/2020,0,0,0,0,
,Belize,Americas,17.1899,-88.4976,21/02/2020,0,0,0,0,
,Laos,Western Pacific,19.85627,102.495496,21/02/2020,0,0,0,0,
,Libya,Eastern Mediterranean,26.3351,17.228331,21/02/2020,0,0,0,0,
,West Bank and Gaza,Eastern Mediterranean,31.9522,35.2332,21/02/2020,0,0,0,0,
,Guinea-Bissau,Africa,11.8037,-15.1804,21/02/2020,0,0,0,0,
,Mali,Africa,17.570692,-3.996166,21/02/2020,0,0,0,0,
,Saint Kitts and Nevis,Americas,17.357822,-62.782998,21/02/2020,0,0,0,0,
Northwest Territories,Canada,Americas,64.8255,-124.8457,21/02/2020,0,0,0,0,
Yukon,Canada,Americas,64.2823,-135,21/02/2020,0,0,0,0,
,Kosovo,Europe,42.602636,20.902977,21/02/2020,0,0,0,0,
,Burma,South-East Asia,21.9162,95.956,21/02/2020,0,0,0,0,
Anguilla,United Kingdom,Europe,18.2206,-63.0686,21/02/2020,0,0,0,0,
British Virgin Islands,United Kingdom,Europe,18.4207,-64.64,21/02/2020,0,0,0,0,
Turks and Caicos Islands,United Kingdom,Europe,21.694,-71.7979,21/02/2020,0,0,0,0,
,Botswana,Africa,-22.3285,24.6849,21/02/2020,0,0,0,0,
,Burundi,Africa,-3.3731,29.9189,21/02/2020,0,0,0,0,
,Sierra Leone,Africa,8.460555,-11.779889,21/02/2020,0,0,0,0,
,Malawi,Africa,-13.2543,34.3015,21/02/2020,0,0,0,0,
Falkland Islands (Malvinas),United Kingdom,Europe,-51.7963,-59.5236,21/02/2020,0,0,0,0,
Saint Pierre and Miquelon,France,Europe,46.8852,-56.3159,21/02/2020,0,0,0,0,
,South Sudan,Africa,6.877,31.307,21/02/2020,0,0,0,0,
,Western Sahara,Africa,24.2155,-12.8858,21/02/2020,0,0,0,0,
,Sao Tome and Principe,Africa,0.1864,6.6131,21/02/2020,0,0,0,0,
,Yemen,Eastern Mediterranean,15.552727,48.516388,21/02/2020,0,0,0,0,
,Comoros,Africa,-11.6455,43.3333,21/02/2020,0,0,0,0,
,Tajikistan,Europe,38.861,71.2761,21/02/2020,0,0,0,0,
,Lesotho,Africa,-29.61,28.2336,21/02/2020,0,0,0,0,
,Afghanistan,Eastern Mediterranean,33.93911,67.709953,22/02/2020,0,0,0,0,
,Albania,Europe,41.1533,20.1683,22/02/2020,0,0,0,0,
,Algeria,Africa,28.0339,1.6596,22/02/2020,0,0,0,0,
,Andorra,Europe,42.5063,1.5218,22/02/2020,0,0,0,0,
,Angola,Africa,-11.2027,17.8739,22/02/2020,0,0,0,0,
,Antigua and Barbuda,Americas,17.0608,-61.7964,22/02/2020,0,0,0,0,
,Argentina,Americas,-38.4161,-63.6167,22/02/2020,0,0,0,0,
,Armenia,Europe,40.0691,45.0382,22/02/2020,0,0,0,0,
Australian Capital Territory,Australia,Western Pacific,-35.4735,149.0124,22/02/2020,0,0,0,0,
New South Wales,Australia,Western Pacific,-33.8688,151.2093,22/02/2020,4,0,4,0,
Northern Territory,Australia,Western Pacific,-12.4634,130.8456,22/02/2020,0,0,0,0,
Queensland,Australia,Western Pacific,-27.4698,153.0251,22/02/2020,5,0,1,4,
South Australia,Australia,Western Pacific,-34.9285,138.6007,22/02/2020,2,0,2,0,
Tasmania,Australia,Western Pacific,-42.8821,147.3272,22/02/2020,0,0,0,0,
Victoria,Australia,Western Pacific,-37.8136,144.9631,22/02/2020,4,0,4,0,
Western Australia,Australia,Western Pacific,-31.9505,115.8605,22/02/2020,0,0,0,0,
,Austria,Europe,47.5162,14.5501,22/02/2020,0,0,0,0,
,Azerbaijan,Europe,40.1431,47.5769,22/02/2020,0,0,0,0,
,Bahamas,Americas,25.025885,-78.035889,22/02/2020,0,0,0,0,
,Bahrain,Eastern Mediterranean,26.0275,50.55,22/02/2020,0,0,0,0,
,Bangladesh,South-East Asia,23.685,90.3563,22/02/2020,0,0,0,0,
,Barbados,Americas,13.1939,-59.5432,22/02/2020,0,0,0,0,
,Belarus,Europe,53.7098,27.9534,22/02/2020,0,0,0,0,
,Belgium,Europe,50.8333,4.469936,22/02/2020,1,0,1,0,
,Benin,Africa,9.3077,2.3158,22/02/2020,0,0,0,0,
,Bhutan,South-East Asia,27.5142,90.4336,22/02/2020,0,0,0,0,
,Bolivia,Americas,-16.2902,-63.5887,22/02/2020,0,0,0,0,
,Bosnia and Herzegovina,Europe,43.9159,17.6791,22/02/2020,0,0,0,0,
,Brazil,Americas,-14.235,-51.9253,22/02/2020,0,0,0,0,
,Brunei,Western Pacific,4.5353,114.7277,22/02/2020,0,0,0,0,
,Bulgaria,Europe,42.7339,25.4858,22/02/2020,0,0,0,0,
,Burkina Faso,Africa,12.2383,-1.5616,22/02/2020,0,0,0,0,
,Cabo Verde,Africa,16.5388,-23.0418,22/02/2020,0,0,0,0,
,Cambodia,Western Pacific,11.55,104.9167,22/02/2020,1,0,1,0,
,Cameroon,Africa,3.848,11.5021,22/02/2020,0,0,0,0,
Alberta,Canada,Americas,53.9333,-116.5765,22/02/2020,0,0,0,0,
British Columbia,Canada,Americas,53.7267,-127.6476,22/02/2020,6,0,0,6,
Manitoba,Canada,Americas,53.7609,-98.8139,22/02/2020,0,0,0,0,
New Brunswick,Canada,Americas,46.5653,-66.4619,22/02/2020,0,0,0,0,
Newfoundland and Labrador,Canada,Americas,53.1355,-57.6604,22/02/2020,0,0,0,0,
Nova Scotia,Canada,Americas,44.682,-63.7443,22/02/2020,0,0,0,0,
Ontario,Canada,Americas,51.2538,-85.3232,22/02/2020,3,0,0,3,
Prince Edward Island,Canada,Americas,46.5107,-63.4168,22/02/2020,0,0,0,0,
Quebec,Canada,Americas,52.9399,-73.5491,22/02/2020,0,0,0,0,
Saskatchewan,Canada,Americas,52.9399,-106.4509,22/02/2020,0,0,0,0,
,Central African Republic,Africa,6.6111,20.9394,22/02/2020,0,0,0,0,
,Chad,Africa,15.4542,18.7322,22/02/2020,0,0,0,0,
,Chile,Americas,-35.6751,-71.543,22/02/2020,0,0,0,0,
Anhui,China,Western Pacific,31.8257,117.2264,22/02/2020,989,6,597,386,
Beijing,China,Western Pacific,40.1824,116.4142,22/02/2020,399,4,178,217,
Chongqing,China,Western Pacific,30.0572,107.874,22/02/2020,573,6,328,239,
Fujian,China,Western Pacific,26.0789,117.9874,22/02/2020,293,1,162,130,
Gansu,China,Western Pacific,35.7518,104.2861,22/02/2020,91,2,76,13,
Guangdong,China,Western Pacific,23.3417,113.4244,22/02/2020,1339,5,728,606,
Guangxi,China,Western Pacific,23.8298,108.7881,22/02/2020,249,2,104,143,
Guizhou,China,Western Pacific,26.8154,106.8748,22/02/2020,146,2,90,54,
Hainan,China,Western Pacific,19.1959,109.7453,22/02/2020,168,4,104,60,
Hebei,China,Western Pacific,39.549,116.1306,22/02/2020,309,6,0,303,
Heilongjiang,China,Western Pacific,47.862,127.7615,22/02/2020,479,12,204,263,
Henan,China,Western Pacific,37.8957,114.9042,22/02/2020,1270,19,0,1251,
Hong Kong,China,Western Pacific,22.3,114.2,22/02/2020,69,2,6,61,
Hubei,China,Western Pacific,30.9756,112.2707,22/02/2020,64084,2346,15299,46439,
Hunan,China,Western Pacific,27.6104,111.7088,22/02/2020,1013,4,692,317,
Inner Mongolia,China,Western Pacific,44.0935,113.9448,22/02/2020,75,0,26,49,
Jiangsu,China,Western Pacific,32.9711,119.455,22/02/2020,631,0,401,230,
Jiangxi,China,Western Pacific,27.614,115.7221,22/02/2020,934,1,555,378,
Jilin,China,Western Pacific,43.6661,126.1923,22/02/2020,91,1,52,38,
Liaoning,China,Western Pacific,41.2956,122.6085,22/02/2020,121,1,66,54,
Macau,China,Western Pacific,22.1667,113.55,22/02/2020,10,0,6,4,
Ningxia,China,Western Pacific,37.2692,106.1655,22/02/2020,71,0,48,23,
Qinghai,China,Western Pacific,35.7452,95.9956,22/02/2020,18,0,18,0,
Shaanxi,China,Western Pacific,35.1917,108.8701,22/02/2020,245,1,149,95,
Shandong,China,Western Pacific,36.3427,118.1498,22/02/2020,750,4,302,444,
Shanghai,China,Western Pacific,31.202,121.4491,22/02/2020,335,3,227,105,
Shanxi,China,Western Pacific,37.5777,112.2922,22/02/2020,132,0,81,51,
Sichuan,China,Western Pacific,30.6171,102.7103,22/02/2020,526,3,250,273,
Tianjin,China,Western Pacific,39.3054,117.323,22/02/2020,135,3,65,67,
Tibet,China,Western Pacific,31.6927,88.0924,22/02/2020,1,0,1,0,
Xinjiang,China,Western Pacific,41.1129,85.2401,22/02/2020,76,2,25,49,
Yunnan,China,Western Pacific,24.974,101.487,22/02/2020,174,2,107,65,
Zhejiang,China,Western Pacific,29.1832,120.0934,22/02/2020,1205,1,719,485,
,Colombia,Americas,4.5709,-74.2973,22/02/2020,0,0,0,0,
,Congo (Brazzaville),Africa,-0.228,15.8277,22/02/2020,0,0,0,0,
,Congo (Kinshasa),Africa,-4.0383,21.7587,22/02/2020,0,0,0,0,
,Costa Rica,Americas,9.7489,-83.7534,22/02/2020,0,0,0,0,
,Cote d'Ivoire,Africa,7.54,-5.5471,22/02/2020,0,0,0,0,
,Croatia,Europe,45.1,15.2,22/02/2020,0,0,0,0,
,Cuba,Americas,21.521757,-77.781167,22/02/2020,0,0,0,0,
,Cyprus,Europe,35.1264,33.4299,22/02/2020,0,0,0,0,
,Czechia,Europe,49.8175,15.473,22/02/2020,0,0,0,0,
Faroe Islands,Denmark,Europe,61.8926,-6.9118,22/02/2020,0,0,0,0,
Greenland,Greenland,Europe,71.7069,-42.6043,22/02/2020,0,0,0,0,
,Denmark,Europe,56.2639,9.5018,22/02/2020,0,0,0,0,
,Djibouti,Eastern Mediterranean,11.8251,42.5903,22/02/2020,0,0,0,0,
,Dominican Republic,Americas,18.7357,-70.1627,22/02/2020,0,0,0,0,
,Ecuador,Americas,-1.8312,-78.1834,22/02/2020,0,0,0,0,
,Egypt,Eastern Mediterranean,26.820553,30.802498,22/02/2020,1,0,0,1,
,El Salvador,Americas,13.7942,-88.8965,22/02/2020,0,0,0,0,
,Equatorial Guinea,Africa,1.6508,10.2679,22/02/2020,0,0,0,0,
,Eritrea,Africa,15.1794,39.7823,22/02/2020,0,0,0,0,
,Estonia,Europe,58.5953,25.0136,22/02/2020,0,0,0,0,
,Eswatini,Africa,-26.5225,31.4659,22/02/2020,0,0,0,0,
,Ethiopia,Africa,9.145,40.4897,22/02/2020,0,0,0,0,
,Fiji,Western Pacific,-17.7134,178.065,22/02/2020,0,0,0,0,
,Finland,Europe,61.92411,25.748151,22/02/2020,1,0,1,0,
French Guiana,France,Europe,3.9339,-53.1258,22/02/2020,0,0,0,0,
French Polynesia,France,Europe,-17.6797,149.4068,22/02/2020,0,0,0,0,
Guadeloupe,France,Europe,16.265,-61.551,22/02/2020,0,0,0,0,
Mayotte,France,Europe,-12.8275,45.166244,22/02/2020,0,0,0,0,
New Caledonia,France,Europe,-20.904305,165.618042,22/02/2020,0,0,0,0,
Reunion,France,Europe,-21.1151,55.5364,22/02/2020,0,0,0,0,
Saint Barthelemy,France,Europe,17.9,-62.8333,22/02/2020,0,0,0,0,
St Martin,France,Europe,18.0708,-63.0501,22/02/2020,0,0,0,0,
Martinique,France,Europe,14.6415,-61.0242,22/02/2020,0,0,0,0,
,France,Europe,46.2276,2.2137,22/02/2020,12,1,4,7,
,Gabon,Africa,-0.8037,11.6094,22/02/2020,0,0,0,0,
,Gambia,Africa,13.4432,-15.3101,22/02/2020,0,0,0,0,
,Georgia,Europe,42.3154,43.3569,22/02/2020,0,0,0,0,
,Germany,Europe,51.165691,10.451526,22/02/2020,16,0,14,2,
,Ghana,Africa,7.9465,-1.0232,22/02/2020,0,0,0,0,
,Greece,Europe,39.0742,21.8243,22/02/2020,0,0,0,0,
,Guatemala,Americas,15.7835,-90.2308,22/02/2020,0,0,0,0,
,Guinea,Africa,9.9456,-9.6966,22/02/2020,0,0,0,0,
,Guyana,Americas,4.860416,-58.93018,22/02/2020,0,0,0,0,
,Haiti,Americas,18.9712,-72.2852,22/02/2020,0,0,0,0,
,Holy See,Europe,41.9029,12.4534,22/02/2020,0,0,0,0,
,Honduras,Americas,15.2,-86.2419,22/02/2020,0,0,0,0,
,Hungary,Europe,47.1625,19.5033,22/02/2020,0,0,0,0,
,Iceland,Europe,64.9631,-19.0208,22/02/2020,0,0,0,0,
,India,South-East Asia,20.593684,78.96288,22/02/2020,3,0,3,0,
,Indonesia,South-East Asia,-0.7893,113.9213,22/02/2020,0,0,0,0,
,Iran,Eastern Mediterranean,32.427908,53.688046,22/02/2020,28,5,0,23,
,Iraq,Eastern Mediterranean,33.223191,43.679291,22/02/2020,0,0,0,0,
,Ireland,Europe,53.1424,-7.6921,22/02/2020,0,0,0,0,
,Israel,Europe,31.046051,34.851612,22/02/2020,1,0,0,1,
,Italy,Europe,41.87194,12.56738,22/02/2020,62,2,1,59,
,Jamaica,Americas,18.1096,-77.2975,22/02/2020,0,0,0,0,
,Japan,Western Pacific,36.204824,138.252924,22/02/2020,137,2,22,113,
,Jordan,Eastern Mediterranean,31.24,36.51,22/02/2020,0,0,0,0,
,Kazakhstan,Europe,48.0196,66.9237,22/02/2020,0,0,0,0,
,Kenya,Africa,-0.0236,37.9062,22/02/2020,0,0,0,0,
,South Korea,Western Pacific,35.907757,127.766922,22/02/2020,433,2,16,415,
,Kuwait,Eastern Mediterranean,29.31166,47.481766,22/02/2020,0,0,0,0,
,Kyrgyzstan,Europe,41.20438,74.766098,22/02/2020,0,0,0,0,
,Latvia,Europe,56.8796,24.6032,22/02/2020,0,0,0,0,
,Lebanon,Eastern Mediterranean,33.8547,35.8623,22/02/2020,1,0,0,1,
,Liberia,Africa,6.428055,-9.429499,22/02/2020,0,0,0,0,
,Liechtenstein,Europe,47.14,9.55,22/02/2020,0,0,0,0,
,Lithuania,Europe,55.1694,23.8813,22/02/2020,0,0,0,0,
,Luxembourg,Europe,49.8153,6.1296,22/02/2020,0,0,0,0,
,Madagascar,Africa,-18.766947,46.869107,22/02/2020,0,0,0,0,
,Malaysia,Western Pacific,4.210484,101.975766,22/02/2020,22,0,15,7,
,Maldives,South-East Asia,3.2028,73.2207,22/02/2020,0,0,0,0,
,Malta,Europe,35.9375,14.3754,22/02/2020,0,0,0,0,
,Mauritania,Africa,21.0079,-10.9408,22/02/2020,0,0,0,0,
,Mauritius,Africa,-20.348404,57.552152,22/02/2020,0,0,0,0,
,Mexico,Americas,23.6345,-102.5528,22/02/2020,0,0,0,0,
